Attrition_Flag,Gender,Education_Level,Income_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
True,1,99,0,1,3,1,2211.0,768,0.745,7527,0.66,0.347,0,0,1,0,1,0,0,0
True,1,1,99,2,1,2,16950.0,0,0.625,7821,0.672,0.0,0,0,0,1,1,0,0,0
True,0,3,2,1,1,3,15043.0,0,0.649,7234,0.694,0.0,0,1,0,0,1,0,0,0
False,0,3,3,2,2,2,29338.0,159,1.017,4983,0.379,0.005,0,0,1,0,1,0,0,0
True,0,3,4,2,3,2,25808.0,0,0.712,7794,0.843,0.0,0,0,1,0,1,0,0,0
True,1,99,0,1,3,2,2248.0,1853,0.666,7739,0.906,0.824,0,1,0,0,1,0,0,0
True,1,0,1,2,2,1,3670.0,1684,0.675,8608,0.515,0.459,1,0,0,0,1,0,0,0
True,1,3,0,1,2,3,8861.0,1149,0.718,8387,0.759,0.13,0,0,1,0,1,0,0,0
True,0,3,4,1,3,1,34516.0,1161,0.74,8212,0.695,0.034,0,1,0,0,0,0,0,1
True,0,99,2,1,3,1,8014.0,1250,0.667,6950,0.585,0.156,0,1,0,0,1,0,0,0
True,1,99,0,1,1,1,2771.0,1779,0.841,8268,0.698,0.642,0,1,0,0,1,0,0,0
True,0,3,4,1,1,2,34516.0,1702,0.705,8652,0.849,0.049,0,1,0,0,0,0,0,1
False,1,1,99,1,4,2,8383.0,0,1.036,5460,0.853,0.0,0,1,0,0,1,0,0,0
True,1,99,0,1,3,3,15365.0,630,0.807,7890,0.685,0.041,0,0,1,0,0,1,0,0
False,1,1,0,2,3,2,2913.0,0,1.058,4955,0.806,0.0,0,1,0,0,1,0,0,0
True,1,0,0,1,2,1,4748.0,2085,0.615,7288,0.6,0.439,0,0,1,0,1,0,0,0
True,0,3,3,1,2,3,34516.0,0,0.742,7745,0.729,0.0,0,0,1,0,0,0,0,1
True,1,2,0,2,3,3,2609.0,1259,0.871,8677,0.627,0.483,0,0,0,1,1,0,0,0
False,1,2,1,2,3,1,11508.0,0,1.005,5242,0.574,0.0,0,0,1,0,1,0,0,0
True,1,3,0,2,2,1,2396.0,887,0.604,7480,0.787,0.37,0,0,0,1,1,0,0,0
True,0,0,4,2,3,1,18991.0,1208,0.727,7716,0.804,0.064,0,1,0,0,1,0,0,0
False,0,1,3,1,3,2,10908.0,0,0.983,4883,0.5,0.0,0,1,0,0,1,0,0,0
True,0,3,1,2,2,2,14627.0,1997,0.718,7766,0.745,0.137,0,0,0,1,1,0,0,0
True,0,4,1,1,2,2,2219.0,1180,0.768,8686,0.625,0.532,0,1,0,0,1,0,0,0
True,0,3,3,2,3,1,25736.0,1388,0.743,7209,0.596,0.054,0,0,1,0,1,0,0,0
True,0,0,2,2,3,1,7997.0,1096,0.716,7747,0.651,0.137,0,0,1,0,1,0,0,0
True,0,3,1,2,2,3,2849.0,1741,0.791,8669,0.768,0.611,0,0,1,0,1,0,0,0
True,0,3,3,1,2,0,29227.0,1151,0.73,8420,0.852,0.039,0,1,0,0,1,0,0,0
True,0,5,4,1,2,2,34516.0,1382,0.856,8604,0.714,0.04,0,1,0,0,1,0,0,0
True,0,0,1,1,3,1,12458.0,1332,0.68,8752,0.863,0.107,0,1,0,0,1,0,0,0
False,0,1,2,2,3,3,7547.0,2477,1.021,5294,0.698,0.328,0,0,1,0,1,0,0,0
False,0,99,4,4,3,3,34516.0,0,1.043,5425,0.875,0.0,0,1,0,0,1,0,0,0
True,1,3,0,2,5,2,10677.0,0,0.905,8637,0.808,0.0,0,1,0,0,0,0,0,1
True,0,0,3,2,3,2,2340.0,1612,0.696,8851,0.833,0.689,0,0,0,1,1,0,0,0
True,1,1,1,2,2,1,23981.0,0,0.741,7872,0.635,0.0,0,0,1,0,0,1,0,0
True,1,5,1,1,3,1,6329.0,1643,0.706,8514,0.73,0.26,0,1,0,0,1,0,0,0
True,0,0,1,2,3,3,4960.0,1724,0.879,8218,0.913,0.348,0,1,0,0,1,0,0,0
True,0,1,2,1,2,3,34516.0,1601,0.686,7491,0.72,0.046,0,0,0,1,0,0,0,1
True,1,2,0,2,3,3,15987.0,1973,0.705,7345,0.463,0.123,0,0,1,0,0,1,0,0
True,1,0,0,2,2,1,3244.0,1855,0.7,8087,0.792,0.572,0,0,1,0,1,0,0,0
True,0,3,2,1,2,3,7298.0,2517,0.838,7973,0.692,0.345,0,1,0,0,1,0,0,0
True,0,3,3,1,1,3,28307.0,1506,0.818,9042,0.605,0.053,0,1,0,0,1,0,0,0
True,0,3,1,2,3,3,2430.0,1657,0.659,8444,0.449,0.682,0,1,0,0,1,0,0,0
True,0,3,4,2,3,2,7650.0,2045,0.891,8609,0.758,0.267,0,1,0,0,1,0,0,0
True,1,2,1,1,2,1,6443.0,2073,0.8,9277,0.769,0.322,1,0,0,0,1,0,0,0
True,0,0,3,1,2,1,13356.0,1497,0.753,8963,0.694,0.112,0,1,0,0,1,0,0,0
True,0,3,4,1,1,2,4675.0,1340,0.68,8037,0.852,0.287,0,0,1,0,1,0,0,0
True,0,0,1,2,1,1,2177.0,1329,0.647,7037,0.745,0.61,0,0,1,0,1,0,0,0
True,0,5,4,1,3,1,34516.0,1411,0.701,8007,0.778,0.041,0,0,1,0,0,1,0,0
True,1,3,0,2,3,3,2821.0,1995,0.62,8220,0.635,0.707,0,1,0,0,1,0,0,0
True,1,0,0,2,2,3,6769.0,1133,0.743,7986,0.6,0.167,0,1,0,0,1,0,0,0
False,0,4,3,2,3,2,34516.0,0,1.032,5547,0.744,0.0,0,0,0,1,0,1,0,0
True,0,1,4,2,3,2,30172.0,1825,0.8,8879,0.578,0.06,0,1,0,0,1,0,0,0
True,1,0,0,1,3,1,7742.0,1163,0.729,9081,0.852,0.15,0,0,1,0,1,0,0,0
True,0,99,3,2,1,1,11814.0,1440,0.798,9185,0.695,0.122,0,0,1,0,1,0,0,0
True,0,99,3,2,1,3,28687.0,1607,0.748,7523,0.636,0.056,0,1,0,0,1,0,0,0
True,0,3,2,1,3,3,25653.0,2059,0.702,8305,0.746,0.08,0,1,0,0,0,0,0,1
True,1,3,1,2,1,2,4705.0,890,0.723,8226,0.644,0.189,0,0,1,0,1,0,0,0
True,0,1,3,1,3,1,19150.0,1093,0.716,8327,0.545,0.057,0,1,0,0,1,0,0,0
True,0,1,2,1,2,3,34516.0,1494,0.588,7885,0.635,0.043,0,0,1,0,0,1,0,0
True,0,3,3,1,3,1,11765.0,1429,0.817,8914,0.768,0.121,0,1,0,0,1,0,0,0
True,0,1,3,1,3,3,16627.0,2118,0.589,7996,0.597,0.127,1,0,0,0,1,0,0,0
True,0,4,2,1,1,3,13553.0,1448,0.925,8751,0.808,0.107,0,1,0,0,1,0,0,0
True,0,1,2,2,3,1,11476.0,2365,0.65,8110,0.766,0.206,0,1,0,0,1,0,0,0
True,0,0,3,1,3,1,5182.0,1459,0.72,7960,0.697,0.282,0,0,1,0,1,0,0,0
False,0,4,2,6,3,4,23026.0,2517,1.032,4909,0.625,0.109,0,1,0,0,1,0,0,0
True,0,3,2,2,2,1,18477.0,0,0.771,8695,0.583,0.0,0,1,0,0,1,0,0,0
False,0,99,3,2,3,2,29890.0,0,0.64,3315,0.382,0.0,0,1,0,0,1,0,0,0
True,0,99,2,2,1,2,8290.0,1030,0.87,8980,0.755,0.124,0,0,0,1,1,0,0,0
True,0,2,1,2,1,2,16199.0,1533,0.855,8150,0.631,0.095,0,1,0,0,0,0,0,1
True,1,99,99,1,3,3,3723.0,1728,0.595,8554,0.678,0.464,0,0,1,0,1,0,0,0
True,0,3,0,2,1,3,12695.0,1613,0.852,8328,0.843,0.127,0,0,1,0,0,0,0,1
False,1,3,99,2,2,2,34516.0,0,0.695,3901,0.421,0.0,0,0,1,0,0,0,1,0
True,0,99,2,2,1,1,30379.0,2175,0.67,9059,0.562,0.072,0,1,0,0,0,0,0,1
True,1,3,1,2,2,3,9875.0,1239,0.939,8920,0.694,0.125,0,0,1,0,1,0,0,0
True,0,99,2,1,1,2,34516.0,1559,0.759,8888,0.763,0.045,0,1,0,0,0,0,1,0
True,0,1,2,1,3,3,2600.0,2047,0.749,8804,0.682,0.787,0,1,0,0,1,0,0,0
True,0,99,3,1,3,2,34516.0,0,0.724,9179,0.766,0.0,0,0,1,0,0,1,0,0
False,0,4,2,5,3,2,12218.0,0,1.005,5272,0.59,0.0,0,0,1,0,1,0,0,0
True,0,0,3,1,2,1,34516.0,0,0.814,8736,0.702,0.0,0,1,0,0,0,0,0,1
True,1,0,1,2,2,2,21754.0,0,0.83,9105,0.763,0.0,1,0,0,0,0,0,0,1
True,0,0,2,1,1,0,8396.0,604,0.827,8329,0.656,0.072,0,0,1,0,1,0,0,0
True,1,99,0,1,2,3,15987.0,1494,0.731,8438,0.84,0.093,0,0,1,0,0,0,1,0
True,1,3,0,1,2,3,12094.0,1870,0.845,8285,0.738,0.155,0,0,1,0,0,0,0,1
True,0,1,2,1,1,3,2946.0,743,0.827,8553,0.872,0.252,0,0,1,0,1,0,0,0
True,0,0,1,2,3,2,17812.0,0,0.75,8379,0.606,0.0,0,0,1,0,0,0,0,1
True,1,2,1,2,3,3,13743.0,0,0.947,9406,0.767,0.0,0,0,1,0,1,0,0,0
True,1,99,1,5,3,3,23981.0,1696,0.837,8646,0.902,0.071,0,0,1,0,0,1,0,0
True,1,0,1,5,2,2,15785.0,1174,0.732,8097,0.842,0.074,1,0,0,0,0,0,0,1
False,1,3,0,4,3,1,3015.0,0,1.058,5372,0.596,0.0,0,0,1,0,1,0,0,0
True,1,1,1,2,2,2,19000.0,1568,0.688,8443,0.865,0.083,0,1,0,0,0,0,0,1
False,0,1,4,2,3,2,11714.0,949,1.036,5366,0.659,0.081,0,1,0,0,1,0,0,0
True,1,99,1,2,2,2,11135.0,1563,0.746,8777,0.778,0.14,0,0,1,0,1,0,0,0
True,0,2,2,2,1,1,34516.0,1349,0.674,8582,0.767,0.039,0,1,0,0,0,0,0,1
True,0,3,3,2,1,3,34516.0,2273,0.86,8502,0.717,0.066,0,0,1,0,0,0,0,1
True,1,99,0,1,1,3,13259.0,866,0.81,8998,0.672,0.065,1,0,0,0,0,0,0,1
True,0,2,3,2,3,1,5660.0,2210,0.583,7867,0.695,0.39,0,1,0,0,1,0,0,0
True,0,1,2,2,3,3,23355.0,1061,0.864,8634,0.9,0.045,0,0,1,0,1,0,0,0
True,0,0,3,1,5,3,20734.0,2517,0.888,8888,0.717,0.121,0,1,0,0,1,0,0,0
True,1,3,1,2,1,3,2476.0,1396,0.838,8785,0.609,0.564,0,1,0,0,1,0,0,0
True,0,3,4,2,2,3,34516.0,2443,0.827,8765,0.721,0.071,0,0,1,0,0,0,0,1
False,1,1,0,5,3,3,7552.0,0,1.047,5537,0.853,0.0,0,0,0,1,1,0,0,0
True,0,99,0,1,1,1,14630.0,0,0.752,8217,0.65,0.0,0,1,0,0,0,0,0,1
False,0,3,1,5,3,2,6080.0,787,0.975,4866,0.647,0.129,0,0,1,0,1,0,0,0
False,0,1,3,2,3,3,28605.0,0,1.054,5524,0.718,0.0,0,0,1,0,1,0,0,0
False,0,99,3,2,2,2,2886.0,925,0.946,5481,0.758,0.321,0,0,0,1,1,0,0,0
False,1,3,99,2,3,3,34516.0,531,0.98,5418,0.711,0.015,0,0,1,0,0,0,1,0
True,1,0,0,2,2,1,10850.0,1873,0.995,13794,0.789,0.173,1,0,0,0,0,0,0,1
True,0,3,3,2,1,2,24244.0,1649,0.776,8074,0.647,0.068,1,0,0,0,1,0,0,0
True,0,3,2,2,3,2,17218.0,1829,0.638,7971,0.83,0.106,0,0,1,0,1,0,0,0
True,1,99,99,2,3,1,14746.0,0,0.857,14771,0.628,0.0,0,1,0,0,1,0,0,0
True,0,2,4,2,1,1,34516.0,1051,0.863,8938,0.676,0.03,0,0,1,0,0,1,0,0
True,0,0,3,1,1,3,34458.0,846,0.817,8271,0.88,0.025,0,0,1,0,1,0,0,0
True,0,99,4,1,2,1,34516.0,2517,0.693,8596,0.672,0.073,0,0,1,0,0,0,0,1
True,0,1,1,2,3,3,9369.0,1813,0.658,7699,0.629,0.194,1,0,0,0,1,0,0,0
True,0,1,3,2,2,3,22741.0,2176,0.689,8438,0.887,0.096,0,0,0,1,1,0,0,0
False,1,99,1,4,3,3,9110.0,2517,1.052,5290,0.816,0.276,0,0,1,0,1,0,0,0
True,0,3,2,2,2,1,34516.0,1308,0.746,8773,0.78,0.038,0,1,0,0,0,0,1,0
True,0,3,2,2,2,1,17277.0,2151,0.701,8838,0.732,0.125,0,1,0,0,1,0,0,0
True,0,1,4,2,2,2,34516.0,2156,0.698,8766,0.814,0.062,0,0,0,1,1,0,0,0
True,1,0,99,2,2,3,33565.0,1627,0.66,8360,0.843,0.048,0,0,1,0,0,0,0,1
True,1,3,1,1,3,1,20176.0,2219,0.693,8255,0.911,0.11,0,0,1,0,0,0,0,1
True,0,3,1,1,3,1,3751.0,1869,0.926,9497,0.71,0.498,0,0,1,0,1,0,0,0
True,1,99,0,2,1,2,2519.0,1584,0.76,8852,0.759,0.629,0,0,0,1,1,0,0,0
False,0,99,1,4,3,3,13067.0,0,1.061,5468,0.775,0.0,0,1,0,0,1,0,0,0
False,1,1,1,6,2,2,3399.0,0,0.991,5529,0.66,0.0,0,1,0,0,1,0,0,0
True,0,1,1,1,3,3,11529.0,1823,0.727,8135,0.702,0.158,0,1,0,0,1,0,0,0
True,1,3,0,1,3,2,8694.0,1117,0.842,9523,0.694,0.128,1,0,0,0,1,0,0,0
True,1,3,0,1,3,3,6616.0,831,0.707,9065,0.735,0.126,0,0,1,0,1,0,0,0
True,0,3,1,2,2,2,11467.0,1146,1.018,14373,0.764,0.1,0,1,0,0,1,0,0,0
True,0,3,3,2,3,0,15821.0,1334,0.81,8927,0.635,0.084,0,0,0,1,1,0,0,0
True,1,0,99,2,3,2,34516.0,0,0.887,8416,0.632,0.0,0,0,1,0,0,0,1,0
True,0,1,2,1,3,3,15795.0,1742,1.022,13173,0.846,0.11,0,1,0,0,1,0,0,0
False,1,3,0,1,2,1,3109.0,0,1.054,5470,0.674,0.0,0,0,1,0,1,0,0,0
True,1,4,0,1,2,2,8837.0,2517,0.618,8210,0.754,0.285,0,0,1,0,1,0,0,0
True,1,99,0,2,1,3,6551.0,1718,1.207,13363,0.623,0.262,0,1,0,0,1,0,0,0
True,1,1,1,1,2,2,2540.0,1093,0.783,9339,0.737,0.43,0,0,1,0,1,0,0,0
True,1,0,99,2,3,1,8110.0,1549,0.808,8033,0.649,0.191,1,0,0,0,1,0,0,0
True,1,3,99,2,3,1,6146.0,2210,0.905,12956,0.796,0.36,0,0,1,0,1,0,0,0
False,0,99,2,2,1,2,2236.0,710,0.434,2562,0.462,0.318,0,0,1,0,1,0,0,0
False,0,99,3,1,2,2,3711.0,1413,0.175,3922,0.645,0.381,0,0,1,0,1,0,0,0
False,1,0,0,2,2,3,2082.0,1794,0.735,3423,0.92,0.862,0,1,0,0,1,0,0,0
True,0,3,3,2,2,3,9959.0,2216,0.747,15139,0.837,0.223,0,1,0,0,1,0,0,0
True,0,99,2,2,2,3,18980.0,2517,0.655,8295,0.687,0.133,0,0,1,0,1,0,0,0
True,1,3,1,1,2,2,15472.0,865,0.756,14132,0.746,0.056,0,1,0,0,0,0,0,1
True,1,99,99,1,3,3,21498.0,1542,0.759,13015,0.857,0.072,0,0,1,0,1,0,0,0
False,1,1,1,4,3,3,2667.0,0,0.494,4399,0.862,0.0,0,0,1,0,1,0,0,0
True,1,3,0,1,2,1,4291.0,1285,0.846,15511,0.629,0.299,0,0,1,0,1,0,0,0
False,0,2,2,1,2,2,3879.0,0,0.928,7786,0.929,0.0,0,1,0,0,1,0,0,0
True,0,3,2,1,3,1,12773.0,1637,0.919,14833,0.583,0.128,0,0,0,1,1,0,0,0
True,0,1,2,1,1,1,6224.0,1965,0.739,13630,0.699,0.316,0,0,1,0,1,0,0,0
True,0,99,2,2,2,1,9594.0,2517,0.945,14213,0.786,0.262,0,0,1,0,1,0,0,0
True,0,99,0,2,2,3,12518.0,1722,0.891,14276,0.778,0.138,0,1,0,0,0,0,0,1
False,1,2,0,4,2,2,2783.0,1763,0.344,3967,0.4,0.633,0,0,1,0,1,0,0,0
True,1,3,0,2,1,3,3773.0,0,0.684,14264,0.873,0.0,0,1,0,0,1,0,0,0
True,1,1,1,2,1,1,19281.0,1805,0.893,15423,0.692,0.094,0,1,0,0,0,0,0,1
False,1,3,0,6,3,2,14806.0,2517,0.558,4804,0.462,0.17,0,1,0,0,0,0,0,1
True,0,3,1,2,1,1,7473.0,1253,0.98,13400,0.733,0.168,1,0,0,0,1,0,0,0
True,1,1,0,1,1,2,3108.0,1978,0.917,14965,0.716,0.636,0,0,1,0,1,0,0,0
True,0,3,3,1,3,1,34516.0,975,0.738,12871,0.552,0.028,1,0,0,0,1,0,0,0
False,0,3,4,5,3,4,27742.0,2517,0.835,8646,0.977,0.091,0,0,1,0,1,0,0,0
False,1,0,0,6,2,3,14563.0,1309,0.708,6408,0.944,0.09,0,0,1,0,0,0,0,1
False,0,0,3,1,3,1,10286.0,0,0.908,8199,0.903,0.0,0,0,1,0,1,0,0,0
True,1,3,99,2,3,3,7791.0,1472,0.979,13945,0.754,0.189,1,0,0,0,1,0,0,0
True,1,0,0,1,3,2,3733.0,1620,0.765,15200,0.934,0.434,0,1,0,0,1,0,0,0
True,0,3,3,2,1,2,34516.0,1618,1.0,11603,0.847,0.047,0,0,1,0,0,0,0,1
True,1,1,0,2,5,2,14416.0,0,0.788,13820,0.65,0.0,0,0,1,0,0,0,0,1
False,0,0,4,1,2,3,34516.0,0,0.377,5603,0.244,0.0,0,1,0,0,1,0,0,0
True,1,3,0,1,3,2,12033.0,1025,0.684,12603,0.893,0.085,1,0,0,0,0,0,0,1
True,0,1,2,1,2,1,34516.0,1930,0.615,12478,0.764,0.056,0,0,1,0,0,1,0,0
False,1,99,0,5,2,2,3243.0,0,0.685,6059,0.821,0.0,0,1,0,0,1,0,0,0
True,1,99,0,1,3,2,9761.0,1470,0.796,14334,0.732,0.151,0,1,0,0,1,0,0,0
True,1,3,0,1,3,2,5723.0,0,0.85,12403,0.69,0.0,0,1,0,0,1,0,0,0
True,1,3,0,1,1,3,9947.0,2496,0.802,14576,0.774,0.251,1,0,0,0,1,0,0,0
True,0,0,2,1,3,2,3599.0,0,0.738,13324,0.594,0.0,0,1,0,0,1,0,0,0
True,0,5,4,2,3,1,12648.0,1604,0.719,14465,0.712,0.127,0,1,0,0,1,0,0,0
False,0,0,1,2,2,5,4572.0,0,0.48,3555,0.4,0.0,0,1,0,0,1,0,0,0
True,1,99,0,1,2,2,4021.0,1745,0.784,14567,0.846,0.434,0,1,0,0,1,0,0,0
True,0,1,3,1,3,3,25601.0,1384,0.745,12896,0.852,0.054,0,1,0,0,1,0,0,0
True,0,0,3,1,3,1,25428.0,1528,0.725,13360,0.796,0.06,0,0,0,1,1,0,0,0
True,0,4,1,2,5,3,4216.0,1290,0.86,13787,0.571,0.306,0,0,1,0,1,0,0,0
True,1,1,1,2,1,2,3140.0,2517,0.801,13677,0.821,0.802,0,1,0,0,1,0,0,0
True,0,5,2,2,2,2,21161.0,1198,0.783,13119,0.625,0.057,0,1,0,0,1,0,0,0
True,1,0,99,2,5,3,5877.0,1713,0.791,15106,0.978,0.291,0,1,0,0,1,0,0,0
True,1,5,1,1,2,2,9074.0,1648,0.727,14084,0.803,0.182,0,1,0,0,1,0,0,0
True,0,1,2,2,3,2,4142.0,2252,0.714,15078,0.746,0.544,0,0,1,0,1,0,0,0
True,0,3,1,2,2,2,3152.0,1174,0.862,13670,0.857,0.372,0,1,0,0,1,0,0,0
False,1,3,0,5,3,4,15987.0,0,0.827,7681,0.69,0.0,0,0,1,0,0,0,1,0
True,0,3,1,2,3,2,8919.0,1723,0.848,13719,0.714,0.193,0,0,1,0,1,0,0,0
True,1,0,99,1,1,3,24927.0,1273,0.743,14603,0.687,0.051,0,1,0,0,1,0,0,0
True,0,1,1,2,1,1,3308.0,2150,0.879,15019,0.656,0.65,1,0,0,0,1,0,0,0
False,0,3,2,1,1,2,6157.0,581,0.583,4041,0.548,0.094,0,0,0,1,1,0,0,0
True,0,99,2,2,3,2,33889.0,1203,0.944,14954,0.623,0.035,0,1,0,0,0,0,0,1
True,0,0,4,1,1,3,33552.0,1252,0.793,14490,0.815,0.037,0,0,0,1,1,0,0,0
True,0,99,4,2,3,1,34516.0,2123,0.801,14242,0.551,0.062,0,0,1,0,0,0,0,1
True,1,99,1,2,3,3,19594.0,971,0.761,12429,0.542,0.05,0,0,1,0,0,0,0,1
True,0,3,2,2,6,1,7349.0,994,0.864,13970,0.847,0.135,0,0,1,0,1,0,0,0
True,1,3,1,1,1,2,14803.0,985,0.831,14426,0.642,0.067,0,0,1,0,1,0,0,0
False,1,0,0,5,5,2,3536.0,0,0.542,3281,0.393,0.0,0,1,0,0,1,0,0,0
False,0,0,3,2,3,2,19333.0,0,0.969,7847,0.75,0.0,1,0,0,0,1,0,0,0
True,1,1,0,2,2,3,11605.0,1470,0.93,12592,0.8,0.127,0,1,0,0,0,0,0,1
True,1,0,0,2,1,3,3329.0,0,0.641,13109,0.727,0.0,1,0,0,0,1,0,0,0
True,1,1,0,2,1,3,3961.0,1531,0.646,12631,0.852,0.387,0,0,1,0,1,0,0,0
True,1,0,0,1,3,1,5975.0,2045,0.847,13090,0.672,0.342,0,0,0,1,1,0,0,0
False,0,0,1,6,1,5,3735.0,1175,1.036,8193,0.65,0.315,0,1,0,0,1,0,0,0
False,1,0,0,6,3,3,5780.0,0,0.394,6613,0.429,0.0,0,0,1,0,1,0,0,0
True,0,3,3,2,2,2,19141.0,1933,1.05,15203,0.781,0.101,0,1,0,0,1,0,0,0
True,1,3,0,2,3,3,3461.0,1767,0.829,13179,0.694,0.511,0,0,0,1,1,0,0,0
True,0,1,3,2,2,1,29394.0,1002,0.935,14901,0.673,0.034,0,1,0,0,1,0,0,0
True,0,1,3,2,1,1,24250.0,0,0.753,12593,0.768,0.0,0,0,1,0,1,0,0,0
True,1,3,1,1,2,3,16191.0,0,0.967,13452,0.621,0.0,0,1,0,0,0,0,0,1
True,0,1,2,1,3,2,7261.0,1443,0.972,14533,0.565,0.199,1,0,0,0,1,0,0,0
True,0,1,1,2,3,1,4023.0,1437,0.69,12510,0.92,0.357,0,0,1,0,1,0,0,0
False,0,1,2,4,3,2,3764.0,0,0.776,6574,0.865,0.0,0,0,1,0,1,0,0,0
True,1,99,0,1,1,3,3767.0,1106,0.944,15578,0.826,0.294,0,1,0,0,1,0,0,0
False,0,3,2,2,3,2,6407.0,478,1.022,9322,0.833,0.075,0,1,0,0,1,0,0,0
False,1,99,1,4,3,6,5822.0,0,0.655,3240,0.652,0.0,0,1,0,0,1,0,0,0
True,0,0,2,2,3,1,33711.0,1437,0.942,14880,0.654,0.043,0,0,1,0,0,0,0,1
True,1,3,99,2,2,1,31699.0,1976,0.811,13653,0.687,0.062,0,1,0,0,0,0,0,1
True,0,2,3,1,1,3,3429.0,1779,0.938,14107,0.65,0.519,0,0,1,0,1,0,0,0
True,0,3,4,1,4,3,8858.0,1359,0.741,14223,0.776,0.153,0,0,0,1,1,0,0,0
True,0,3,2,2,2,3,7064.0,1234,0.955,13791,0.585,0.175,1,0,0,0,1,0,0,0
False,1,3,0,6,3,2,15487.0,1847,0.943,7031,0.811,0.119,0,1,0,0,0,1,0,0
True,1,1,0,2,2,1,3600.0,2072,0.94,14137,0.966,0.576,0,1,0,0,1,0,0,0
True,0,2,4,1,2,2,34516.0,585,0.802,14319,0.655,0.017,0,0,1,0,1,0,0,0
False,0,1,3,5,3,3,34516.0,2292,0.876,8045,0.868,0.066,0,1,0,0,0,0,0,1
True,1,0,0,1,2,2,2490.0,1059,0.715,12257,0.772,0.425,0,1,0,0,1,0,0,0
False,0,0,3,6,2,1,33870.0,0,0.872,7661,0.525,0.0,0,1,0,0,1,0,0,0
False,0,0,4,6,2,1,34516.0,397,0.914,7454,0.841,0.012,0,0,0,1,1,0,0,0
True,0,99,2,1,3,3,23760.0,1349,0.961,13124,0.746,0.057,0,0,1,0,1,0,0,0
False,1,3,0,2,3,6,4005.0,0,0.896,7022,0.667,0.0,0,1,0,0,1,0,0,0
False,0,2,3,1,4,2,29239.0,0,1.057,8169,0.585,0.0,0,1,0,0,1,0,0,0
False,0,3,3,2,3,6,34516.0,0,0.434,3526,0.828,0.0,0,0,1,0,0,0,0,1
True,1,3,0,2,2,3,3391.0,1359,0.662,13212,0.646,0.401,0,0,1,0,1,0,0,0
False,1,3,0,4,2,3,4598.0,0,0.439,6317,0.833,0.0,0,0,1,0,1,0,0,0
False,0,3,3,6,4,2,34516.0,230,1.004,8629,0.548,0.007,0,0,1,0,0,0,0,1
False,0,0,3,2,3,3,3435.0,2517,0.332,5567,0.545,0.733,0,1,0,0,1,0,0,0
True,0,0,2,2,1,1,17540.0,1337,0.734,14244,0.6,0.076,0,0,1,0,1,0,0,0
True,0,5,3,2,3,2,31346.0,1318,0.862,13303,0.804,0.042,0,0,1,0,1,0,0,0
True,0,0,0,1,1,3,4342.0,893,0.878,17064,0.758,0.206,0,0,1,0,1,0,0,0
True,1,3,0,2,1,3,3842.0,2459,0.691,13598,0.725,0.64,1,0,0,0,1,0,0,0
True,1,3,1,1,1,1,3785.0,1329,0.864,15209,0.891,0.351,0,0,1,0,1,0,0,0
True,0,2,0,2,3,1,6797.0,2239,0.922,16171,0.778,0.329,0,1,0,0,1,0,0,0
True,0,3,2,2,2,3,9682.0,1727,0.88,14991,0.9,0.178,0,0,1,0,1,0,0,0
False,1,3,0,4,3,2,3319.0,0,0.262,4840,0.375,0.0,0,0,1,0,1,0,0,0
True,0,99,0,1,3,2,7664.0,1785,0.947,15077,0.8,0.233,0,0,1,0,1,0,0,0
True,0,3,2,1,1,2,30498.0,1990,0.839,16202,0.791,0.065,0,0,1,0,0,0,0,1
True,1,1,99,2,3,2,19962.0,0,0.984,14703,0.859,0.0,0,1,0,0,1,0,0,0
False,0,2,3,2,4,3,21398.0,0,0.695,3119,0.767,0.0,0,0,1,0,1,0,0,0
False,1,99,0,2,4,2,4746.0,0,0.862,7154,1.062,0.0,0,1,0,0,1,0,0,0
True,0,3,3,2,2,1,20434.0,1504,0.725,13280,0.656,0.074,1,0,0,0,1,0,0,0
True,0,3,2,1,1,2,29531.0,2088,0.843,15039,0.69,0.071,0,1,0,0,0,0,0,1
True,0,0,4,1,1,2,3730.0,0,0.732,13997,0.619,0.0,1,0,0,0,1,0,0,0
True,0,4,1,2,1,3,10688.0,653,0.682,13866,0.508,0.061,0,1,0,0,1,0,0,0
False,1,99,0,6,3,5,4668.0,2517,1.062,8331,0.853,0.539,0,0,1,0,1,0,0,0
True,0,99,1,1,1,3,22725.0,808,0.779,13847,0.875,0.036,0,0,1,0,0,1,0,0
True,0,99,1,1,3,1,8155.0,1178,0.829,14955,0.925,0.144,0,0,1,0,1,0,0,0
True,1,5,1,1,1,2,18266.0,822,0.875,14615,0.797,0.045,0,1,0,0,0,0,0,1
True,0,0,3,1,2,3,10492.0,1094,0.915,13764,0.733,0.104,0,0,1,0,1,0,0,0
True,1,1,1,1,3,3,6380.0,2517,0.706,13945,1.064,0.395,0,1,0,0,1,0,0,0
True,1,99,1,1,1,2,19055.0,2517,0.915,15091,0.676,0.132,0,1,0,0,0,0,0,1
